Period,Mean_real_labour_income,Total_workers
49,6414.78904699531,10914398
50,6778.90225184158,11021763
51,7092.02100217064,11059493
52,7113.98164433727,11048388
53,6705.54599729676,11064497
54,6521.17321865806,11128156
55,6554.01964535573,11235296
56,6660.1842529205,11156745
57,6744.03429129675,11057148
58,6741.66175252587,11247506
59,6886.42921069284,11410134
60,6890.54533395775,11521898
61,6808.84926639221,11482379
62,6722.87988857401,11422089
63,6343.42583946065,11521794
64,6007.47172090445,11541231
65,5985.30123610738,11452454
66,5961.97243607963,11485377
67,5869.78477201805,11558765
68,5675.71936373082,11625202
69,5967.74206984022,11544047
70,6279.53818101891,9953911
71,5992.69528482481,10055745
72,5936.30610066937,10373563
73,6107.87136252595,10670563
74,6251.19178077371,10964481
75,6341.31072725225,11306324
76,6572.45962221477,11404589
77,6719.94062161483,11419284
78,6813.08984048988,11465338
79,6925.59573376471,11522300
80,6960.48345230787,11595446
81,7023.42476135627,11645694
82,7061.0740435132,11746100
83,7096.56404425265,11794335
84,7154.32241554353,11873987
85,7196.54152501574,11931737
86,7263.11304565515,11954295
87,7262.521742602,12036101
88,7315.51334817647,12077454
89,7322.63766159517,12119363
90,7349.36403018113,12203329
91,7381.1327475433,12213863
92,7419.97766498049,12326932
93,7461.13242872336,12375060
94,7495.39028283399,12430825
95,7547.33774149889,12478606
96,7584.7140568534,12584263
97,7640.59070428429,12603926
98,7683.46762484155,12625955
99,7693.82349123455,12695020
100,7719.62993990371,12819703
101,7785.2084541264,12837948
102,7809.75898544208,12893600
103,7860.69905849637,12939542
104,7905.7104214154,13041270
105,7954.92907337175,13064190
106,7965.54893162865,13144514
107,7976.19603162739,13190830
108,8057.63166446559,13199924
109,8110.96390430642,13190554
110,8160.29565716356,13252826
111,8186.81515260088,13352113
112,8222.28168353179,13439228
113,8262.09998734268,13415883
114,8277.41596180731,13466857
115,8284.70893660345,13518354
116,8296.3569259063,13591685
117,8332.11416225059,13606177
118,8366.72409032719,13707445
119,8393.51334772536,13723402
120,8428.33781646935,13829424
121,8506.50662641235,13786783
122,8538.40288506125,13820139
123,8528.90586034285,13896787
124,8578.30220582856,13964631
125,8595.75686333651,14042997
126,8625.97901129002,14094737
127,8676.9685725607,14130909
128,8717.6417548304,14164415
129,8750.5055832214,14183564
130,8767.54488494042,14237939
131,8805.81622219889,14286487
132,8836.07136207585,14363721
133,8901.99168805181,14393136
134,8965.06778061153,14407670
135,9001.49004849267,14444232
136,9041.41002249531,14469223
137,9046.1535832839,14534541
138,9048.65457180324,14556975
139,9066.23004838648,14643243
140,9124.61285846869,14629709
141,9158.25025995713,14736335
142,9203.92330397879,14753524
143,9248.81939128659,14768086
144,9283.27772867082,14806432
145,9318.63490411271,14824332
146,9330.26303238241,14891329
147,9355.09935334296,15000554
148,9395.28855606358,15034623
149,9418.82944501012,15087369
150,9462.82848820993,15178922
151,9514.23135529054,15171804
152,9523.4308110083,15188108
