Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,866107,1149794,1010395,1050576,1024376,931066,736372,696795,673240,660363,482443
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
50,858621,1148862,1035952,1022569,1032562,949528,734832,709808,665391,660668,482306
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
51,867822,1133891,1051484,1012263,1053803,939516,749040,700916,676818,650351,495758
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
52,862055,1134306,1057595,1002918,1060577,937459,771210,690409,675857,649212,511561
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
53,858758,1141755,1058131,992005,1072281,928896,785857,697667,664437,652301,518262
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
54,843319,1147071,1061955,1011734,1067863,936076,777352,714211,657511,650451,536054
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
55,843915,1142845,1057749,1024388,1058618,944250,787426,708920,669923,644414,539570
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
56,833389,1150797,1071268,1009993,1076580,943979,790938,708142,672137,643608,550624
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
57,836311,1150795,1081476,991015,1080503,949562,795309,716284,674975,639828,557715
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
58,829808,1132305,1094269,1003419,1080208,956111,797346,722726,669420,643957,564415
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
59,835591,1114343,1112136,999977,1079726,964737,807388,713235,679341,632185,573840
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
60,833091,1114201,1124232,992582,1086161,950312,822484,721493,671302,644874,581410
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
61,832937,1090848,1142385,1003415,1069960,969319,828289,718237,677850,640898,577432
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
62,856024,1083929,1136838,1022051,1067041,974371,821996,724037,681079,640551,585483
