period,Total_pensions_pre-2016_cost,Total_net_pensions_pre-2016,Total_pensions_post-2016_cost,Total_net_pensions_post-2016,Total_retirement_benefits_pre-2016,Total_survivors_pensions_pre-2016,Total_retirement_benefits_post-2016,Total_survivors_pensions_post-2016,Total_universal_pensions_cost,Total_net_universal_pensions,Total_thirteenth_month_of_pension_pre-2016_cost,Total_net_thirteenth_month_of_pension_pre-2016,Total_thirteenth_month_of_pension_post-2016_cost,Total_net_thirteenth_month_of_pension_post-2016,Total_thirteenth_month_of_universal_pension_cost,Total_net_thirteenth_month_of_universal_pension
49,17739542.6683295,17046008.4559886,17790689.8273429,17094086.782646,14771665.1969299,2274343.25905867,14819743.6254266,2274343.15721941,0,0,0,0,0,0,0,0
50,20424458.4543804,19624390.9023085,20486108.3730933,19682341.8225772,16954124.061915,2670266.84039358,17012075.1687156,2670266.65386161,0,0,3407293.34094502,3216781.7370772,3417568.32680826,3226440.22327767,0,0
51,19770972.3841794,18995663.1156498,19832773.0187854,19053755.7090979,16349990.4450074,2645672.67064244,16408083.2513183,2645672.45777962,0,0,0,0,0,0,0,0
52,21368066.5344648,20527759.8395527,21437495.7535011,20593023.3020646,17570152.7017283,2957607.13782439,17635416.5821139,2957606.71995067,0,0,3564132.89763385,3365591.907514,3575704.43354022,3376469.15074694,0,0
53,18728958.0861916,17994800.0013876,18790364.5689223,18052522.0916958,15350038.840364,2644761.16102356,15407761.2967386,2644760.79495724,0,0,0,0,0,0,0,0
54,19344977.1486059,18584952.0654976,19409648.3002501,18645742.9430678,15749244.3925708,2835707.67292677,15810036.017621,2835706.92544678,0,0,3226722.40513603,3047924.09388835,3237500.9337035,3058055.90994514,0,0
55,18427134.5399583,17701683.4149655,18490578.4951819,17761320.7274872,14950783.4314508,2750899.98351474,15010421.5067199,2750899.22076729,0,0,0,0,0,0,0,0
56,20136704.9556894,19341944.8305412,20206487.8241816,19407540.7231199,16247142.1406783,3094802.6898629,16312738.7369872,3094801.98613268,18733.8129683629,18171.7985793121,3358297.83516498,3172755.47292878,3369928.31687622,3183688.12513982,3122.30216139382,3028.63309655201
57,19376031.6658193,18609132.346687,19442559.2610445,18671668.282826,15504708.1092755,3104424.2374114,15567244.4728401,3104423.80998593,52369.7306842421,50798.6387637148,0,0,0,0,0,0
58,20698117.9502817,19877476.4061486,20770363.766955,19945387.4704533,16488924.5899378,3388551.81621075,16556836.0686898,3388551.40176348,99239.5036172691,96262.318508751,3451440.54905116,3261519.47459449,3463481.52225132,3272837.98888071,16539.9172695448,16043.7197514585
59,19874195.2039026,19085698.5036669,19946339.4687235,19153514.1092788,15808863.1544525,3276835.34921439,15876679.2109853,3276834.89829352,117229.967816862,113713.068782356,0,0,0,0,0,0
60,21654501.5066177,20793561.6770145,21733835.2916423,20868135.4316094,17151317.5954226,3642244.08159197,17225891.8209848,3642243.61062465,162721.178424523,157839.543071787,3610387.64491286,3412335.03853843,3623609.94633946,3424764.00148063,27120.1964040872,26306.5905119645
61,20144655.6423424,19344443.8522577,20218888.9531109,19414223.162178,15941978.2621032,3402465.59015458,16011757.9563475,3402465.20583056,175524.962830442,170259.213945529,0,0,0,0,0,0
62,19921517.587519,19129995.6932952,19994617.2710744,19198709.3938288,15721265.3687438,3408730.32455139,15789979.4093119,3408729.98451689,202742.650637218,196660.371118102,3322594.82510468,3140837.47678224,3334778.10944812,3152289.76387764,33790.4417728697,32776.7285196836
63,18926467.7840756,18174552.4841768,18996972.1123845,18240826.5509978,14893132.9871458,3281419.49703099,14959407.2345048,3281419.31649295,222862.309346122,216176.440065739,0,0,0,0,0,0
64,17325014.3833786,16638520.8057435,17389518.3454195,16699154.5286054,13593595.3205094,3044925.48523416,13654229.1934769,3044925.33512854,230971.30147243,224042.162428257,2890593.73684595,2733713.60034513,2901344.4004571,2743819.59782182,38495.2169120717,37340.3604047096
65,17161585.3007011,16480915.9586486,17226658.2022373,16542084.4846853,13442073.7490481,3038842.20960052,13503242.4193763,3038842.06530896,195590.567062491,189722.850050616,0,0,0,0,0,0
66,17336788.8195762,16648151.1579798,17407059.925948,16714205.9965884,13587355.0149388,3060796.14304093,13653409.980326,3060796.01626237,189500.232062338,183815.225100467,2892511.98896857,2736560.67396434,2904223.84326139,2747570.18499962,31583.3720103896,30635.8708500779
67,17811068.7178842,17101668.9038181,17887101.6652212,17173139.8729213,13957827.1229314,3143841.7808867,14029298.220161,3143841.65276024,204565.659219299,198428.68944272,0,0,0,0,0,0
68,17515775.0799979,16818562.2515557,17591672.1891006,16889905.5327719,13721085.2673121,3097476.98424359,13792428.6734288,3097476.85934312,222675.54785813,215995.281422386,2922426.19013286,2764329.05886401,2935075.71154681,2776219.97616547,37112.5913096883,35999.2135703976
69,17939591.0034252,17225685.9497302,18017338.5433451,17298768.6360594,14053836.4104529,3171849.53927728,14126919.2966664,3171849.33939295,243953.655904947,236635.046227798,0,0,0,0,0,0
70,18606030.7978075,17875156.9491039,18610237.6341331,17878263.6368943,14521732.2708185,3353424.67828542,14593008.6287958,3285255.00809853,290149.534573842,281445.048536626,3104000.35317582,2930656.452081,3104613.34599419,2931190.64353581,48358.2557623069,46907.5080894377
71,18502741.2917604,17774034.8252844,18509471.4014059,17779561.1245809,14389093.7569861,3384941.06829834,14460873.2720206,3318687.85256025,299240.648287684,290263.428839053,0,0,0,0,0,0
72,17993108.6811682,17283210.2224899,18000667.4831861,17289554.4614951,13947750.5038221,3335459.71866784,14018048.1601872,3271506.3013079,296566.738145225,287669.736000868,3001264.68051494,2832866.40447794,3002446.86676627,2833944.04816476,49427.7896908708,47944.9560001447
73,17449499.5811465,16759385.6217794,17458745.5463566,16767342.5253206,13483295.5832847,3276090.03849466,13552959.5532941,3214382.97202647,301014.834971356,291984.389922215,0,0,0,0,0,0
74,17994729.6573,17281869.6744303,18007334.7214737,17292986.1276364,13835795.5689761,3446074.10545421,13909197.6938729,3383788.43376352,328378.373152309,318527.02195774,3001090.56763831,2831978.27565817,3003116.53533511,2833851.33235512,54729.7288587182,53087.8369929567
