period,Contributory_pensioners_share,Moratorium_pensioners_share,Retirement_coverage_for_legal_age,Retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,Survivors_benefit_coverage_legal_age,Survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,Mean_contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income
49,0.8227861395312298,0.17721386046877016,0.9919704403708398,0.99255984190482,0.9952174318912632,0.9965809299870435,0.8052286514930994,0.8927099101771591,0.029215584854770445,0.0281846973986712,0.1867417888777404,0.09984993172766099,4470.9795251897331,3331.1163579700842,2432.5537045606175,4109.7422162368266,4069.7816190861399,3103.9936382110554,0.5492995483318195,0.6344373274429694,474.18630786419141,491.40211006918673,383.78326865451737,668.70848324571591,0.6506592853190196,0.3766816086556705,0.27397767666334916,0.29656019401587846,0.25806616123690135,0.27632557128287782,0.25092833343716375,0.29570239328967191,0.25684885987055339,0.27439308008583346,0.24890913103257517
50,0.8139873352301021,0.18601266476989786,0.9929068603487208,0.9937249738077127,0.9961254859510673,0.9976936435265583,0.7975824661871174,0.8861216757323076,0.03311014502874968,0.032917964321081565,0.19532439416160347,0.10760329807540508,5146.9179768884724,3823.8416777670182,2778.5450676414498,4706.370620870598,4670.2496614704851,3560.6124199260744,0.602926148329652,0.687481399730419,416.51553422976536,444.75894328987414,251.80347679827432,768.55292410947845,0.6354161084444442,0.38247929205053793,0.2529368163939063,0.29386060916176832,0.25994423290561663,0.27846035099482369,0.253047748270184,0.29304309200729994,0.25874063767032951,0.2773147709102522,0.25186182089268666
51,0.8068031377653584,0.19319686223464158,0.9929608420127229,0.993864830887413,0.9961764752055232,0.997823131491375,0.7906771348449513,0.8797701530321026,0.038771622887424056,0.03951393886517265,0.2022837071677717,0.11409467785531036,4990.088176599601,3698.7334028819187,2684.2317987970646,4544.6039596444152,4527.0495566797963,3435.6347194239997,0.5583862455324211,0.6348650766334937,552.86159890965416,570.20585282239074,385.68522589445928,854.78723717724927,0.5647407646601132,0.3069904097061186,0.2577503549539947,0.30224930893775648,0.2626502701840116,0.28734390763278084,0.25652647948513785,0.30127691861535727,0.26120866660907521,0.28628727665207665,0.25542415655051837
52,0.7957969788452819,0.20420302115471806,0.9929959369683373,0.9939110323115915,0.9961871031418028,0.9978395245888597,0.7798952203479903,0.8724957238001069,0.04373031486692223,0.045077681930285156,0.21310071662034702,0.12141530851148465,5389.7213272061526,3986.4484247434184,2882.1374415423879,4877.6651219547248,4877.3067000288092,3699.3684251712416,0.6090806400493587,0.6873783583778161,524.83272196109476,543.75627534361467,370.28680993567116,817.80004244632403,0.5762812077797345,0.3160923159531062,0.2601888918266283,0.30256202162951229,0.26622171752946405,0.28800363507616067,0.25957701041881492,0.30210133732756189,0.26499987371349659,0.2869559436341047,0.25848748964609469
53,0.7875539198890374,0.21244608011096253,0.9930787215948048,0.99399109319063,0.9962321697325428,0.9978679316308098,0.7726475365272271,0.8622066259203154,0.04638998468748762,0.04921282059010942,0.22043118506757775,0.1317844672703146,4707.2910073281473,3435.9258094246056,2544.4414236278285,4247.8020914013887,4247.5550680009937,3211.4035648465483,0.5631318679846836,0.6343553053986647,588.31540680901435,606.23227471231348,430.76258753686943,834.99631449179572,0.5253733421564294,0.2697814495256734,0.255591892630756,0.30693328632719591,0.26596482265772536,0.2899318842382439,0.25931875889060552,0.30648090388103694,0.26475702150368063,0.28897316489714542,0.2583187063383599
54,0.7804180005005994,0.2195819994994006,0.99307162104666,0.9938702538221139,0.9962090483619345,0.99772653424946,0.7661318961849383,0.8571419108408163,0.05140887817330875,0.054544700220478415,0.22693972486172173,0.13672834298129768,4825.7412930780329,3534.7011338164748,2602.2968712786433,4337.5129211635349,4356.2499301878006,3293.1618472334412,0.5933021048059436,0.6668583476456238,504.47968239627556,519.53964611982747,371.7298969925377,711.7242544925416,0.5104948034617691,0.25976973417266974,0.25072506928909943,0.30219391077558733,0.26653283683815765,0.28447055544680461,0.25903493742276473,0.30179802203528483,0.26539242916969791,0.28341452980991311,0.25794137221999874
55,0.7734326036189736,0.22656739638102638,0.9930104028462052,0.9939408872936801,0.9961261862709473,0.997752731546018,0.7599165068070615,0.8501053676322351,0.05421057524105702,0.05811640926408075,0.23309389603914377,0.1438355196614451,4580.7359038588547,3348.2337449055485,2469.0180301974556,4102.2894833321143,4129.3157645209476,3115.6351284804769,0.5600437884082007,0.6276090741349198,490.56792303961123,503.05828795173892,336.54195181904663,688.59286160462386,0.4515954369903317,0.2059489707890185,0.24564646620131322,0.31542834045958201,0.2688877592104939,0.29861340544634668,0.26053922770920673,0.31500943378117657,0.26775886709519386,0.29759019829623018,0.25946047662483768
56,0.7652049467420698,0.2347950532579301,0.9928477268563859,0.9940788275551381,0.9959507389466591,0.9978652696209656,0.7522252841201582,0.841574661476127,0.05502635498334877,0.05872836343271218,0.2406224427362277,0.15250416607901104,5000.6405314473941,3647.6301060119463,2679.0208726687392,4455.5357200198023,4489.0947876560294,3362.144992182421,0.5923794580829648,0.6722744543729064,564.02772747670997,569.67467889759848,493.14136750401542,778.62607316166259,0.6989248515999148,0.4498365555604899,0.2490882960394249,0.30728414775925883,0.27048363347615634,0.28882339757975634,0.26259386751239666,0.30689546022452585,0.26916326449891859,0.2878379987764681,0.26157212534875657
57,0.7556088998498294,0.24439110015017057,0.9933216347129971,0.9937877910229771,0.9962441516194743,0.9973520561275666,0.7433718354042048,0.833400963327763,0.06009915194298986,0.064271397070153,0.24994979930879227,0.160386827695214,4776.3451987233402,3466.0531160705309,2553.2086230254745,4233.0304052044557,4279.0092070358342,3196.4312219123972,0.5536535624361884,0.6319821307629652,658.77822415273477,664.72508066539865,580.96943066035351,842.23076411087845,0.6692392565439654,0.4086996341847745,0.260539622359191,0.31307517626344666,0.27249427996492681,0.29888178054867759,0.26611050386595675,0.31263081040374252,0.2716972435861133,0.29759141087057961,0.26475982044821933
58,0.7472980540217691,0.25270194597823087,0.9927472134264479,0.9934983617359983,0.995450305063199,0.9967897738228212,0.7348650482194877,0.8251258889011419,0.0635990512231698,0.06836462486359075,0.25788216520696017,0.16837247283485635,5089.6204783446601,3685.0877355072253,2705.5176646641657,4487.1530579154232,4549.5282930322865,3399.3069465195535,0.601896869832011,0.6756152832539223,551.1921867930289,561.25138384203956,482.62747878223473,756.63758414211668,0.7184708357270179,0.46444335890453253,0.2540274768224854,0.30623375888557236,0.27462726815573035,0.2936964712773697,0.26800182675238182,0.30595437308094453,0.27359221866652023,0.29218491255287349,0.26643527897216002
