Period,Total_IFE_expenditure,Total_pension_expenditure,Total_labour_income,Total_fam_benefits,Total_IFE_coverage,No_labour_or_pen_income_hh,IFE_ben_18_65,pop_18_65
49,0,8820140.49475712,26651110.5968625,1420955.99970397,0,0.098283954581899,0,6999859
50,0,9081650.06629876,25383436.7211232,1055248.18234551,0,0.083712908381716,0,5939003
51,0,8049581.11509931,24356082.2410016,1158000.24652439,0,0.088458118942757,0,5398398
52,0,8325394.87826874,23464942.0736195,1047623.70580535,0,0.089084442573423,0,5158497
53,0,7101237.14343239,21370998.8152344,1018367.39318459,0,0.086586399811031,0,4979231
54,0,7106945.59212137,20310048.1080261,974740.062766444,0,0.088640351666858,0,4810075
55,0,6517527.74290888,20034308.1727162,847224.129701264,0,0.098420194165894,0,4641228
56,0,6921758.49285083,19399496.6600197,1255688.8880487,0,0.097957829266879,0,4450545
57,0,6439874.55688819,18767732.364093,1403814.30437916,0,0.10128305387125,0,4311300
58,0,6763789.95731685,18439148.2033562,1191579.9713603,0,0.095904496294891,0,4169354
59,0,6359220.04320662,18353338.3093499,1060341.18611439,0,0.097814916078337,0,4044120
60,0,6683613.97124521,17984548.8653471,1158868.46107572,0,0.098084337382412,0,3914476
61,0,6010851.52288597,16866891.5257323,1229752.69039504,0,0.107755413467401,0,3781651
62,0,5776623.0174199,16200368.138652,995091.998564842,0,0.116044116376398,0,3689363
63,0,5198340.09816265,15075997.1393897,912399.867447676,0,0.114480488810855,0,3591899
64,0,4582898.95073424,13844145.3051718,799938.330818553,0,0.117185793523069,0,3478027
65,0,4439576.64612539,13073202.099393,953168.868753969,0,0.122628319405581,0,3397888
66,0,4385936.16666906,12831635.813696,844056.599020251,0,0.122380360881813,0,3328912
67,0,4416669.665605,12274869.0508327,828223.078420769,0,0.120899815162701,0,3255299
68,0,4134240.24651614,11630432.7583248,834383.421070981,0,0.12066954239891,0,3166409
69,0,4650542.34558598,12033667.6737193,968021.790963913,0,0.126441402083187,0,3107983
70,678306.71866,4230870.84851287,9999818.53521699,641994.376496828,0.371061030406142,0,1143844,3026224
71,887600.718573333,4125187.38445274,9973325.91680241,636904.208584137,0.351265810259257,0,1056920,2955802
72,269059.92748,3953591.14084452,10038038.2336029,614863.197161978,0.342845082900945,0,996399,2899546
73,0,3810948.92439442,9927268.54937534,759397.140268004,0,0.141832171535773,0,2828548
