Period,Total_IFE_expenditure,Total_pension_expenditure,Total_labour_income,Total_fam_benefits,Total_IFE_coverage,No_labour_or_pen_income_hh,IFE_ben_18_65,pop_18_65
49,0.0,8799955.175597098,26937179.448045485,1427392.7812964662,0.0,0.058111201358635456,0,37385
50,0.0,9131341.54555399,25958909.749740068,1022664.0540165199,0.0,0.046204499725626486,0,37488
51,0.0,8221468.446672942,25059206.83223537,1133454.0072459893,0.0,0.077129326554774,0,37593
52,0.0,8461662.398532052,24355963.42176232,976870.2928685453,0.0,0.05448241703813769,0,37707
53,0.0,7212292.783607992,22200433.306935936,990714.2268154576,0.0,0.07732153270899797,0,37811
54,0.0,7227976.721525122,20942335.859508373,1032911.1949205296,0.0,0.05567998880100791,0,37918
55,0.0,6665010.122730681,20552877.86704434,896746.4824526387,0.0,0.07379317413139284,0,38035
56,0.0,7106184.638782824,19638678.703782015,1269871.9669351918,0.0,0.06160100062539087,0,38153
57,0.0,6565367.991843651,18890885.783272453,1412441.6235130758,0.0,0.07692831138783982,0,38248
58,0.0,6880164.314293219,18643670.097625226,1215640.4145257254,0.0,0.05310840362386754,0,38349
59,0.0,6421587.2064342555,18594134.4801117,1112273.3025041888,0.0,0.06696247120986316,0,38441
60,0.0,6734925.653003702,18539217.616760436,1177343.1761290433,0.0,0.05520337182606312,0,38538
61,0.0,6020500.704749624,17534340.97310605,1283860.4263665597,0.0,0.06980650362805697,0,38635
62,0.0,5929868.957673028,16779219.684991866,1065748.1491675414,0.0,0.059672466734902764,0,38755
63,0.0,5384798.736559363,15349816.87541414,938838.9965620268,0.0,0.06556988592126198,0,38828
64,0.0,4755668.922684589,14297246.287386807,826191.150458459,0.0,0.05558968058968059,0,38971
65,0.0,4624999.314724012,13710945.205365648,1005951.197835179,0.0,0.06959954117607368,0,39049
66,0.0,4574803.332927392,13300994.94401813,883449.09514829,0.0,0.056672135630298055,0,39164
67,0.0,4584630.093174625,12784465.264219524,850567.6251012546,0.0,0.0640116200513444,0,39249
68,0.0,4390559.10702115,11977919.000023913,846476.506604643,0.0,0.05328844453512888,0,39366
69,0.0,4942051.837854519,12035465.16040572,1004138.7894263713,0.0,0.07106021030071663,0,39414
70,626307.5788199999,4530612.808618029,10552988.037855878,724943.6844473905,0.33884914041572006,0.0,13092,39491
71,881269.8334533332,4457101.195543707,9839177.865018535,699765.5013151848,0.3328904333605887,0.0,12880,39604
72,270725.7385566666,4297605.620485556,9499187.215307688,676917.9212705923,0.3260051969365427,0.0,12736,39637
73,0.0,4134826.23596444,9325427.542532358,828781.2555676803,0.0,0.07832158397139677,0,39709
74,0.0,4063009.653482952,9501697.764792556,656397.4210505546,0.0,0.06358089202036207,0,39773
75,0.0,3752334.5823795255,9414730.911867,550240.6355507748,0.0,0.06326842559978733,0,39887
76,0.0,4154425.509704213,9380409.933584286,671586.795341006,0.0,0.061638173340828675,0,39967
77,0.0,3856614.45184328,9119701.643036917,776648.9758425715,0.0,0.06654222746176769,0,39993
78,0.0,4264862.685138768,8907005.045306265,677348.1781635316,0.0,0.06203099911524724,0,40078
79,0.0,3969787.259907144,8770475.520481182,609483.4825713731,0.0,0.0681663258350375,0,40210
80,0.0,4208408.080006984,8658790.580952762,668465.8929395146,0.0,0.06186807113365194,0,40268
